Sample1	Sample2	Sample3	Sample4	Sample5
2.25819835753404	1.9503301008677	1.90197340067308	2.0592227721778	2.15867761387367
2.22131510227658	2.01948558960703	2.01042049087692	1.80004147360639	1.86781414830926
1.97784675451174	1.4352084328625	2.10486317771708	1.86235610995712	1.88061279303386
2.06542887329055	1.93375931941444	2.21030368248413	2.2667043780648	2.38380396189885
2.2429996995915	2.17020591010266	2.2733589812727	1.99659795427104	2.15336558820179
2.02507809051383	2.15725045760418	2.27174364752313	2.03580246047293	1.74207445232752
1.95073342885057	2.05441606075111	2.34268916512513	1.82220826228954	1.95527087332361
1.85406930216704	1.93987327779849	2.27673929748585	2.3998889808878	1.9248131402872
2.1749754838847	2.11366006842391	2.25454870624301	2.0310099334609	2.06054656468103
2.1332631589863	1.85255615476368	2.10442772433334	2.31431523117596	2.07781906291299
1.85037436770981	1.79849120452566	2.15364232979474	2.21093605233105	1.8252418070841
2.06186203182284	1.71943363923821	1.74254018152984	1.86856502084514	1.9005770264093
1.83194943772802	2.20654070332862	1.94627873596273	1.70467841847311	1.77557497280646
1.94746509378567	2.11704926357131	2.00291392602674	1.91696520092663	2.23756382845653
2.03201731303515	2.07173919207908	1.61010038677214	1.66201488702715	2.19877092034796
2.16089239625575	2.18176318716818	1.87201250746023	2.23787699249641	1.954405648876
2.30459182150799	2.17099195455396	2.01455396430887	1.76619728231149	2.18174428274469
2.40701803212521	2.43438730110513	1.94591576301389	1.93908237622327	1.81851601992961
2.16159663680033	2.04619397567897	2.19833210914807	1.88669143103817	2.1128379709249
1.41192055843091	1.90718876960962	1.99024579958336	2.11583763925544	1.86647311323078
1.9797104325919	1.69711377529818	1.54040095114927	2.06315309568794	1.99076486630008
2.4336527728642	1.7536022740999	2.33370541849364	1.71410251470823	2.17946652813433
1.90797266560465	1.76959599562557	1.91234567286022	1.76866141008749	2.15588367692291
2.26701517982382	1.94256867763025	2.23611050572014	1.80228002685691	2.16066104239245
2.03549915611776	1.69246955792968	1.66373951480985	1.94093508940827	2.29822212780162
1.75366907395443	2.02426123494738	1.75373182174297	2.3546507864049	1.66952015241822
1.85257231825082	2.13408119230012	2.02105760019624	2.129662412243	2.15573167152716
2.20684699315383	1.58635173964457	1.98547151554975	2.05574067168865	2.00707529685525
1.91153512005332	1.75817329509814	2.19324228865895	2.31605912994159	1.84311114984885
1.8833534276929	2.07348625677062	1.65484656833036	1.72157228073655	2.0201970496467
1.71760680925072	1.84210616426874	2.21218087265028	1.63226369828049	1.84771394050628
2.36943748242656	1.55060825307885	2.12155742411141	2.20780081635071	1.96789353148598
1.75345658274899	1.58171038740765	1.46702280746319	1.9976772753282	2.30212433652538
2.25953038856866	1.88846285070411	2.18152549446105	1.86050854970983	1.77044059512152
1.56773287537034	1.97404821618289	1.93008237439827	1.61680726339144	2.16133556456212
2.10944764950021	2.06395390578361	1.8006730035054	2.15074401281588	1.62502501736808
1.85187069447447	2.11316940057795	2.06522519302392	1.97252863814506	1.87463570436622
2.06689160670343	2.12716666274737	1.6019238982789	2.00310561390909	2.19963361764199
2.52515127019227	2.02369383576333	1.89780820255961	1.80132888238918	1.79612080851579
2.15587790957832	1.79869676087539	2.0081006434472	1.56785211768661	2.05916466239416
2.36658341619858	1.73931986060004	1.92653205511196	1.92811044515718	2.26750293635059
2.36310548054375	2.07660548295422	1.79924285128967	1.89431210008082	1.85219378397116
2.03234175724336	2.09826322631166	2.26805226899809	2.11008040594502	1.89493508441333
2.17867488032085	1.63729327811561	1.64953344952056	2.16506509879142	2.19754898354512
2.1963270512248	1.91480935304776	2.43641454758275	1.92918065623162	2.29287626513697
1.83071275071209	1.97297449291338	1.79221672075395	2.4905082527641	2.17887066904567
2.04793355317373	2.05992454959021	1.86597589855427	2.03900792216799	1.7485839915199
2.11862786290251	1.91379494600693	2.08503215337281	1.98669524063261	1.56952581002805
2.07530715605489	1.77450331564382	2.59853436603883	1.98544998024977	1.65593549845883
1.88057997059134	1.75686934654404	1.78604450691965	2.3302608760783	1.90691028619661
1.98739069590109	2.27608913167408	1.93837829663893	1.89898337621756	1.75717897305281
2.22761857175436	2.11439344318591	1.88926393636175	2.04548850053325	1.96989988166882
2.1645515132978	1.64006031133975	1.64923447918403	2.16726892767429	2.07719564330505
1.63000974562766	1.75780607553187	2.59403954061094	2.46868754044568	2.28689813321355
2.01643002562164	2.03644225998628	2.22828825426886	1.93786559829674	2.19425601949756
2.00132940071755	2.21376865449018	2.19951322425179	2.06032053042954	1.92540839173523
2.01537347546701	2.01431210293559	1.91944075277735	1.7823806618162	1.84217373714566
2.23143472731913	2.32205483180669	2.09614312744426	1.88141917509922	2.01287911861419
1.9798400589801	1.87692298903958	2.05299138190048	1.80749063865782	1.60760273122036
1.95421104332629	2.02522218397609	2.11806068804591	1.80396636150844	1.84704591230875
1.57438843173064	1.93243159970715	2.27753464386866	1.76281681270874	1.71028352090564
1.5038000044132	1.8377893798552	2.0554769706944	2.18818232999873	1.48711498582273
2.40981088821388	2.00622474707544	1.74192003942461	1.75146045611778	2.07122328450665
1.90243759942994	2.47012169191653	2.45517487407767	2.05361761567441	1.92182299333021
2.21714429870506	1.64585674127678	1.85115616389581	2.512539280709	2.3711664616132
1.92225120968677	1.76636376444457	1.90381605994011	2.20990887925781	2.41953784914434
2.10154022541424	2.23056668509284	1.93097415199784	1.8128315371571	2.12416664531748
1.93300111172154	1.98533726607503	2.00017121214763	1.88272750443601	1.72150640295618
2.25339174019328	2.11614636834362	2.04728533666858	2.07035462260574	2.02032251381749
2.0053892028773	1.38339513243303	1.60963630314865	1.83755175122065	2.48850624740626
1.73874765953538	2.26100450586953	2.12350639534128	1.74272870939736	1.99581361655244
1.88557287322025	2.0131965125124	1.96820442912112	2.12235970159486	1.86458997571345
1.81105030123638	2.00509289709878	2.01570213283664	2.0866726845886	1.64275347953919
1.79666671482919	2.17682272475412	1.81307389754246	1.58055900549775	1.96318663477984
